file_id,filename,file_size
59,A-multi-objective-MILP-model-for-the-design-and-operation-of-futu_2018_Appli.txt,128243
60,A-multimodal-transport-chain-choice-model-for-c_2018_Transportation-Research.txt,33019
61,A-new-concept-of-digital-twin-of-artifact-systems--synthesizing-m_2019_Proce.txt,30506
62,A-New-Ensemble-Approach-based-on-Deep-Convolutional-Neural-Netw_2018_Procedi.txt,24585
63,A-New-Multi-Layer-Distributed-Approach-for-a-Multi-ob_2019_Procedia-Computer.txt,62764
64,A-new-paradigm-for-organizing-networks-of-computer-numerica_2018_Procedia-Ma.txt,41601
65,A-New-Taxonomy-of-Smart-City-Projects_2014_Transportation-Research-Procedia.txt,29602
66,A-novel-approach-of-testability-modeling-and-analysis-f_2013_Chinese-Journal.txt,53641
67,A-novel-bagging-C4-5-algorithm-based-on-wrapper-featur_2018_Journal-of-Biome.txt,64823
68,A-Novel-Concept-of-CNC-Machining-Center-Automatic-F_2018_Procedia-Manufactur.txt,35238
69,A-Novel-Method-to-Evaluate-the-RFID-System-Reliabili_2017_Procedia-Engineeri.txt,14321
70,A-Novel-Method-Using-DS-MCM-for-Equipment-Health-Prognosi_2019_Procedia-Manu.txt,30353
71,A-Novel-Rule-based-MPS-model-for-SME-Manufacturing-_2019_Procedia-Computer-S.txt,22389
72,A-novel-testability-model-for-health-management-of_2013_Chinese-Journal-of-A.txt,38660
73,A-Pedagogical-Module-Framework-to-Improve-Scaffolded-Active_2016_Procedia-Ma.txt,48847
74,A-Performance-Evaluation-Concept-for-Production-Systems-in-a_2018_Procedia-C.txt,35055
75,A-Perspective-on-Smart-Process-Manufacturing-Research-Challenge_2017_Enginee.txt,35746
76,A-prognostic-algorithm-to-prescribe-improvement-mea_2019_Journal-of-Manufact.txt,64096
77,A-reference-architecture-for-Farm-Softwa_2016_Computers-and-Electronics-in-A.txt,99302
78,A-Research-Agenda-for-Tradespace-Exploration-and-Analys_2014_Procedia-Comput.txt,43145
79,A-Research-Review-on-the-Key-Technologies-of-Intelligent-Design_2017_Enginee.txt,49622
80,A-retrospective-analysis-with-bibliometric-of-energy-securi_2018_Energy-Repo.txt,49177
81,A-Review--Big-Data-Analytics-for-enhanced-Customer-Exp_2017_Procedia-Compute.txt,32777
82,A-Review-of-Business-Analytics--A-Business-En_2015_Procedia---Social-and-Beh.txt,30963
83,A-review-of-computerized-hospital-layout-modelling-_2020_Frontiers-of-Archit.txt,82632
84,A-review-of-methods-and-data-to-determine-raw_2020_Resources--Conservation-a.txt,118515
85,A-review-of-non-cooperative-newsvendor-games-with-horizontal-invent_2020_Ome.txt,80941
86,A-review-of-social-science-on-digital-agriculture--sma_2019_NJAS---Wageninge.txt,134507
87,A-review-of-the-meanings-and-the-implications-of-the-I_2017_Procedia-Manufac.txt,47296
88,A-Review-of-the-Roles-of-Digital-Twin-in-CPS-based-Pro_2017_Procedia-Manufac.txt,44657
89,A-Review-on-Data-Cleansing-Methods-for-Big-Dat_2019_Procedia-Computer-Scienc.txt,37114
90,A-review-on-supply-chain-performance-measurement-sy_2019_Procedia-Manufactur.txt,42802
91,A-road-map-for-applied-data-sciences-supporting-sustainabili_2018_Procedia-M.txt,40557
92,A-roadmap-for-security-challenges-in-the-Int_2018_Digital-Communications-and.txt,129586
93,A-robust-stochastic-Casualty-Collection-Poi_2019_European-Journal-of-Operati.txt,108481
94,A-role-of-computer-vision-in-fruits-and-vegetables-amo_2019_Information-Proc.txt,110884
95,A-simulation-based-approach-to-provide-ins_2020_Transportation-Research-Inte.txt,55277
96,A-Simultaneous-Optimization-Framework-for-Product-Family-Confi_2019_Procedia.txt,36247
97,A-slack-based-DEA-method-for-the-performance-evaluation-a_2018_Procedia-Comp.txt,20744
98,A-Socio-economic-Analysis-of-Harmonizing-the-Dimensions_2014_Procedia---Soci.txt,39916
99,A-Solution-for-Information-Management-in-Logistics-Operations-_2014_Procedia.txt,47415
100,A-spatial-database-of-CO2-emissions--urban-form-fragmentation-and_2020_Data-.txt,34881
101,A-spatially-explicit-data-driven-approach-to-calculatin_2018_Journal-of-Clea.txt,77740
102,A-statistical-process-based-approach-for-modelling-beach-_2013_Coastal-Engin.txt,57869
103,A-Stochastic-Approach-to-Solving-Bilevel-Natural-Gas_2016_Procedia-Computer-.txt,35399
104,A-Strategic-Model-to-take-the-First-Step-Towards-Indus_2019_Procedia-Manufac.txt,38823
105,A-study-and-analysis-of-recommendation-systems-for-locatio_2016_IIMB-Managem.txt,28103
106,A-Study-on-Deliberate-Presumptions-of-Customer-Payments-wit_2015_Procedia-Co.txt,33232
107,A-Study-on-Delivery-Evaluation-under-Asymmetric-Informa_2018_Procedia-Comput.txt,35305
108,A-Study-on-the-Efficient-Estimation-of-the-Payment-Inte_2016_Procedia-Comput.txt,31823
109,A-Study-on-Validity-Detection-for-Shipping-Decision-in_2017_Procedia-Compute.txt,28917
110,A-survey-and-analysis-of-the-first-40-years-of-scho_2018_Socio-Economic-Plan.txt,19469
111,A-survey-of-clustering-algorithms-for-an-industria_2019_Procedia-Computer-Sc.txt,53674
112,A-Survey-on-Automatic-Model-Generation-for-Material-Flow-Simul_2019_Procedia.txt,43511
113,A-Survey-on-Blockchain-Technology-and-its-Proposed_2019_Procedia-Computer-Sc.txt,23341
114,A-Survey-on-Internet-of-Things-enabled-Real-time-Machine-Manag_2018_Procedia.txt,37863
115,A-survey-on-Internet-of-Thin_2018_Journal-of-King-Saud-University---Computer.txt,148313
116,A-Survey-Study-on-Industry-4-0-for-New-Zealand-Manuf_2018_Procedia-Manufactu.txt,41570
117,A-System-Approach-for-Modelling-Additive-Manufacturing-in-Def_2018_Procedia-.txt,22020
118,A-system-approach-towards-prediction-of-food-safety-hazards--I_2020_Agricult.txt,59971
119,A-systematic-literature-review-of-blockchain-based-applic_2019_Telematics-an.txt,175382
120,A-systematic-literature-review-of-blockchain_2019_Digital-Communications-and.txt,65800
121,A-Telemetry-driven-Approach-to-Simulate-Data-intensive-Manuf_2016_Procedia-C.txt,25363
122,A-tool-to-evaluate-the-business-intelligence-of-enterpris_2011_Scientia-Iran.txt,65429
123,A-typology-for-selecting-an-appropriate-Total-Landed-Co_2017_Transportation-.txt,67830
124,A-variable-frequency-sampling-method-for-sudden-small-volume-d_2019_Procedia.txt,40128
125,A-Web-based-System-for-Visualisation-driven-Interactiv_2014_Procedia-Compute.txt,37116
126,Accounting-Information-Systems--The-Challenge-of-the-Rea_2014_Procedia-Techn.txt,42458
127,Achieving-energy-savings-by-intelligent-transp_2017_Transportation-Research-.txt,93209
128,Acute-kidney-injury-in-Latin-America-in--big-da_2017_Nefrolog-a--English-Edi.txt,16572
129,Adaptation-and-development-pathways-for-different_2020_Environmental-Science.txt,121465
130,Additive-manufacturing--scientific-and-technological-challeng_2018_Materials.txt,86985
131,Advanced-Complexity-Management-Strategic-Recommendations-of-Hand_2016_Proced.txt,30683
132,Advanced-Information-Technology-and-Global-Business-Com_2018_Procedia-Comput.txt,20750
133,Advanced-Technologies-in-Life-Cycle-Engineering_2014_Procedia-CIRP.txt,61868
134,Advanced-Virtual-Reality-Applications-and-Intelligent-Agents_2017_Procedia-E.txt,35082
135,Advancing-lean-management--The-missing-quantit_2019_Operations-Research-Pers.txt,99866
136,Agent-Based-Simulation-Framework-for-the-Taxi-Sect_2018_Procedia-Computer-Sc.txt,33240
137,Agile-Shopfloor-Organization-Design-for-Industry-4-0-_2019_Procedia-Manufact.txt,40360
138,Agricultural-information-dissemination-using-ICTs--A-r_2016_Information-Proc.txt,60769
139,Agricultural-remote-sensing-big-data--Manageme_2018_Journal-of-Integrative-A.txt,74913
140,Air-pollution--food-production-and-food-security--A-_2017_Journal-of-Integra.txt,97917
141,Algorithmic-Solutions-for-RFID-Tag-Anti-Collision-Prob_2019_Procedia-Compute.txt,22965
142,Aligning-and-Reconciling--Building-project-capabilities-for_2017_Research-Po.txt,97653
143,Aligning-Education-for-the-Life-Sciences-Domain-to-Supp_2019_Procedia-Comput.txt,40116
144,An-agile-co-creation-process-for-digital-servitization_2020_Journal-of-Busin.txt,93336
145,An-Agile-Information-Processing-Framework-for-High-Pressure-Die_2016_Procedi.txt,30909
146,An-algorithm-for-improved-ETAs-estimations-and-potential-_2018_Procedia-Manu.txt,36153
147,An-Alternative-Approach-to-Network-Demand-Estimation--Imple_2014_Procedia-Co.txt,31840
148,An-Analysis-on-Sustainable-Supply-Chain-for-Circular_2019_Procedia-Manufactu.txt,27572
149,An-Approach-for-the-Integration-of-Anticipative-Maintenance-Stra_2018_Proced.txt,32273
150,An-approach-to-the-acquisition-of-taci_2018_Journal-of-King-Saud-University-.txt,55561
151,An-Architecture-for-a-Mobility-Recommender-System-i_2016_Procedia-Computer-S.txt,26133
152,An-argumentation-reasoning-approach-for-data-proces_2018_Computers-in-Indust.txt,63069
153,An-autonomous-system-for-maintenance-scheduling-da_2018_Transportation-Resea.txt,88877
154,An-Embedded-Database-Technology-Perspective-in-Cyber-ph_2017_Procedia-Manufa.txt,29001
155,An-empirical-agent-based-simulation-system-for-urban-g_2018_Procedia-Compute.txt,32026
156,An-Energy-Aware-Airborne-Dynamic-Data-Driven-Application-_2013_Procedia-Comp.txt,42163
157,An-ensemble-learning-model-for-failure-rate-predic_2020_Procedia-Manufacturi.txt,36499
158,An-Entity-Embeddings-Deep-Learning-Approach-for-Demand-For_2019_Procedia-Man.txt,32201
159,An-Evaluation-Model-for-Financial-Reporting-Supply-Chain-Usi_2016_Procedia-C.txt,20718
160,An-Evaluation-of-New-Values-in-Economy-and-Their-Impacts_2019_Procedia-Compu.txt,32290
161,An-Experience-based-Decision-Support-System-for-Supporti_2015_Procedia-Manuf.txt,30888
162,An-Industry-4-0-Case-Study-in-Fashion-Manufacturi_2017_Procedia-Manufacturin.txt,25334
163,An-Industry-4-0-Research-Agenda-for-Sustainable-Business-Mo_2017_Procedia-CI.txt,33038
164,An-innovation-idea-for-energy-transition-towards-sustain_2018_Global-Energy-.txt,33538
165,An-Integrated-Framework-of-Knowledge-Transfer-and-ICT-I_2016_Procedia-Comput.txt,38005
166,An-integrated-multi-layer-decision-making-framework-in_2019_Transportation-R.txt,39841
167,An-integrated-optimisation-platform-for-sustainable_2018_Environmental-Model.txt,74195
168,An-Investigation-of-Parallel-Road-Map-Inference-from_2015_Procedia-Computer-.txt,23976
169,An-IoT-based-Platform-for-Automated-Customized-Shopping-in-Di_2018_Procedia-.txt,34663
170,An-IoT-enabled-Real-time-Machine-Status-Monitoring-Approach-f_2017_Procedia-.txt,29382
171,An-Optimization-Methodology-for-Container-Handling-Us_2015_Procedia-Computer.txt,31811
172,An-Overview-of-Big-Data-for-Growth-i_2016_Procedia---Social-and-Behavioral-S.txt,36165
173,An-Overview-of-Next-generation-Manufacturing-Execution-Sys_2019_Procedia-Man.txt,44275
174,An-Overview-of-Software-Functionality-Service--A-Syst_2017_Procedia-Computer.txt,33884
175,An-overview-on-European-Manufacturing-research-visions-and-ro_2017_Procedia-.txt,36878
176,An-Unsupervised-Three-way-Decisions-Framework-of-Overload-P_2016_Procedia-Co.txt,24323
177,Analysing-RMS-and-peak-values-of-vibration-signals-for-condit_2016_Renewable.txt,64991
178,Analysis-of-the-grain-loss-in-harvest-based-on-logi_2017_Procedia-Computer-S.txt,27981
179,Analytics-Canvas---A-Framework-for-the-Design-and-Specificatio_2018_Procedia.txt,33126
180,Analytics-education_2019_IIMB-Management-Review.txt,56634
181,Analyzing-challenges-to-Internet-of-Things--IoT--adopti_2018_Procedia-Comput.txt,23858
182,Annual-Meeting-Symposia-JPS-Satellite-Symposium-Company-Organiz_2016_Journal.txt,295687
183,Another-look-at-estimators-for-interm_2016_International-Journal-of-Producti.txt,42179
184,Anticipating-global-energy--climate-and-policy-in-2055-_2019_Energy-Research.txt,118756
185,Application-of-Big-Data-Technology-in-Knowledge-Transf_2016_Procedia-Economi.txt,25440
186,Application-of-Clustering-Analysis-for-Investigation-o_2019_Procedia-Manufac.txt,29533
187,Application-of-Integrated-Building-Information-Modeling--Io_2019_Procedia-Co.txt,30519
188,Application-of-Machine-Learning-to-support-production-pla_2020_Operations-Re.txt,53311
189,Application-of-MCDM-Method-for-Technologies-Selection-to_2019_Procedia-Manuf.txt,35431
190,Application-of-Programmable-Logic-Controller-to-Build-up-an-In_2017_Procedia.txt,26393
191,Application-of-reliability-technologies-in-civil-avia_2019_Chinese-Journal-o.txt,91131
192,Application-of-System-Design-for-Operational-Effectiveness-f_2015_Procedia-C.txt,15151
193,Application-of-the-Proknow-C-Methodology-in-the-Search-of-Lite_2019_Procedia.txt,36982
194,Application-potentials-of-artificial-intelligence-for-the-des_2019_Procedia-.txt,29283
195,Applied-engineering-programs-of-energy-blockchain-in-US_2019_Energy-Procedia.txt,25406
196,Applied-Graph-Theory-to-Real-Smart-City-Logistic-_2016_Procedia-Computer-Sci.txt,28158
197,Applying-data-of-historical-defects-to-increase-efficiency-of_2018_Procedia-.txt,35109
198,Applying-Organizational-Ambidexterity-in-strategic-ma_2018_International-Jou.txt,60651
199,Applying-Text-mining-Techniques-to-Global-Supply-Chain-Reg_2019_Procedia-Man.txt,29337
200,Approach-for-a-Holistic-Predictive-Maintenance-Strategy-_2019_Procedia-Manuf.txt,41957
201,Approach-for-Defining-Rules-in-the-Context-of-Complex-Event-_2018_Procedia-C.txt,25827
202,Approach-for-dimensioning-stand-alone-photovoltaic-syste_2018_Energy-Procedi.txt,25535
203,Approaches-and-Challenges-in-Product-Disassembly-Planning-fo_2017_Procedia-C.txt,33161
204,Approximate-dynamic-programming-for-lateral-transsh_2018_European-Journal-of.txt,92601
205,Architecture-framework-of-IoT-based-food-and-fa_2019_Computers-and-Electroni.txt,110038
206,Are-Simulation-Tools-Ready-For-Big-Data--Computational-Expe_2020_Procedia-Ma.txt,37673
207,Are-smart-city-projects-catalyzing-urban-energy-sustainabil_2019_Energy-Poli.txt,66402
208,Are-social-embeddedness-associated-with-food-risk-_2019_Journal-of-Integrati.txt,76576
209,Aspects-of-Risk-Management-Implementation-for-Indus_2017_Procedia-Manufactur.txt,25703
210,Assessing-a-Sustainable-Urban-Development--Typology-o_2017_Procedia-Environm.txt,34078
211,Assessing-the-predictive-maintenance-readiness-of-enterp_2020_Procedia-Manuf.txt,26992
212,Assessment-of-pedestrian-flow-volumes-through-public_2018_Procedia-Computer-.txt,23785
213,Assessment-of-the-Implementation-of-Manufacturing-Excellence-in_2017_Procedi.txt,30681
214,Asset-Performance-Management-for-Power-Grids_2017_Energy-Procedia.txt,16942
215,Audit---and-then-what--A-roadmap-for-digitization-of-l_2019_Procedia-Manufac.txt,30835
216,Automatic-layout-generation-of-robotic-production-cells-in-a-3_2019_Procedia.txt,38910
217,Automatic-Simulation-Model-Generation-Based-on-PLC-Codes-and_2012_Procedia-C.txt,29502
218,Automation-of-strategy-using-IDEF0---A-proof-_2015_Operations-Research-Persp.txt,41079
219,Avoiding-the-internet-of-insecure-industrial-_2018_Computer-Law---Security-R.txt,105402
220,AWARE-US--Quantifying-water-stress-impacts-of-energ_2019_Science-of-The-Tota.txt,54105
221,B2B-analytics-in-the-airline-market--Harnessing-the_2020_Industrial-Marketin.txt,77725
222,BAB-Framework--Process-Mining-on-Cloud_2015_Procedia-Computer-Science.txt,20958
223,Balancing-Global-Customer-Needs-and-Profitability-Using-a-Novel-_2016_Proced.txt,27670
224,Barriers-to-digital-servitization-in-French-manufacturing-_2019_Procedia-CIR.txt,34665
225,Bayesian-Networks-based-Association-Rules-and-Knowledge-Reuse-in_2016_Proced.txt,29905
226,Behavioural-factors-on-the-adoption-of-sustaina_2020_Resources--Conservation.txt,78924
227,Benders-decomposition-with-special-purpose-method-for-t_2019_Operations-Rese.txt,47260
228,Benefit-cost-Methodology-for-Highway-railway-Grade-Crossin_2015_Transportati.txt,43568
229,Benefit-Oriented-Production-Data-Acquisition-for-the-Producti_2017_Procedia-.txt,32988
230,Beyond-procedures--Team-reflection-in-a-rail-control-centre-_2017_Safety-Sci.txt,68363
231,Beyond-Visions--Survey-to-the-High-speed-Trai_2016_Transportation-Research-P.txt,19209
232,Bicycle-Sharing-Based-on-PSS-EPR-Coupling-Model--Exemplified-_2017_Procedia-.txt,37267
233,Big-data-analytics-and-firm-performance--Findings-fr_2019_Journal-of-Busines.txt,113622
234,Big-Data-Analytics-for-Processing-Time-Analysis-in-an-IoT_2018_Procedia-Manu.txt,39469
235,Big-Data-and-Artificial-Intelligence-for-Digital-Humanities_2016_Procedia-Co.txt,10508
236,Big-data-and-visual-analytics-in-anaesthesia-an_2015_British-Journal-of-Anae.txt,34592
237,Big-Data-Driven-Customer-Insights-for-SMEs-in-Redistributed-_2017_Procedia-C.txt,30348
238,Big-data-driven-decision-making-for-batch-based-production-_2019_Procedia-CI.txt,31022
239,Big-Data-Driven-Supply-Chain-Management_2019_Procedia-CIRP.txt,37235
240,Big-Data-Guided-Design-Science-Information-System--DSIS--D_2017_Procedia-Com.txt,36651
241,Big-Data-in-Building-Energy-Efficiency--Understanding-of-_2017_Procedia-Engi.txt,19361
242,Big-data-in-large-scale-systemic-mouse-phe_2017_Current-Opinion-in-Systems-B.txt,36656
243,Big-Data-in-Smart-Farming---A-review_2017_Agricultural-Systems.txt,85213
244,Big-Data-Logistics--A-health-care-Transport-Capacit_2015_Procedia-Computer-S.txt,33554
245,Big-data-processing-framework-for-manufacturing_2019_Procedia-CIRP.txt,25945
246,Big-Data-Research-in-Italy--A-Perspective_2016_Engineering.txt,56243
247,Big-data-security-and-privacy-in-healthcare--A-R_2017_Procedia-Computer-Scie.txt,39286
248,Big-Data-technologies--_2018_Journal-of-King-Saud-University---Computer-and-.txt,137622
249,Big-maritime-data-for-the-Baltic-Sea-with-a-focus-on-the-wint_2019_Marine-Po.txt,88809
250,BIM-based-deconstruction-tool--Towards_2017_International-Journal-of-Sustain.txt,54355
251,Biology-Driven-Library-Design-for-Probe-Discovery_2011_Chemistry---Biology.txt,10056
252,Blockchain--an-accelerator-for-women-and-children-s-_2017_Global-Health-Jour.txt,32797
253,Blockchain-and-agricultural-supply-chains-traceability--r_2020_Procedia-Manu.txt,40830
254,Blockchain-in-healthcare-and-health-scien_2020_International-Journal-of-Medi.txt,60714
255,Blockchain-technology-in-the-energy-sector--A-syst_2019_Renewable-and-Sustai.txt,248722
256,Blockchain-Technology-on-the-Way-of-Autonomous-V_2020_Transportation-Researc.txt,36192
257,Branding-in-the-era-of-digital--dis-i_2019_International-Journal-of-Research.txt,107324
258,Bridge-safety-is-not-for-granted---A-novel-approach-to_2019_Engineering-Stru.txt,52164
259,Bridging-the-gap-between-decision-making-and-emerging-big-dat_2017_Decision-.txt,59184
260,Building-Blocks-for-Adopting-Smart-Manufacturing_2019_Procedia-Manufacturing.txt,44859
261,Building-resilience-against-biological-hazards-and-pandem_2020_Progress-in-D.txt,47443
262,Business-analytics-and-AGI-in-corporate-managemen_2018_Procedia-Computer-Sci.txt,50480
263,Business-analytics-in-manufacturing--Current-trends--_2019_Operations-Resear.txt,111214
264,Business-Ethics-and-Corporate-Social-Responsibility_2014_Procedia-Economics-.txt,31156
265,Business-Model-Development-Towards-Service-Management-4-0_2016_Procedia-CIRP.txt,38420
266,Business-model-innovation-through-Industry-4-0--A-r_2018_Procedia-Manufactur.txt,29009
267,Business-Models-for-Industrial-Smart-Services---The-Example-of-a_2019_Proced.txt,44787
268,Bypassing-Data-Issues-of-a-Supply-Chain-Simulation-Mode_2020_Procedia-Manufa.txt,37154
269,Call-for-papers-for-a-Special-Volume-of-the-Journal-of-Clea_2015_Journal-of-.txt,20598
270,Can-Equipment-Failure-Modes-Support-the-Use-of-a-Condition-Ba_2014_Procedia-.txt,20590
271,Can-Japanese-Manufacturing-Industry-Provide-Through-life-Eng_2015_Procedia-C.txt,16032
272,Categorizing-and-selecting-digitization-technologies-for-their-i_2019_Proced.txt,39740
273,Centralised-versus-decentralised-manufacturing-and-the-delivery-_2018_Cytoth.txt,63764
274,Certification--good-agricultural-practice-and-smallholder-he_2019_Global-Env.txt,116458
275,Challenges-and-Benefits-of-an-Open-ICT-Architecture-for-_2014_Procedia-Engin.txt,22790
276,Challenges-and-Benefits-of-Deploying-Big-Data-Analytics-_2017_Procedia-Compu.txt,34386
277,Challenges-and-opportunities-in-synthesizing-historical-g_2016_Ecological-In.txt,71182
278,Challenges-and-Opportunities-of-Big-Data-Analytics-for-Upcomi_2017_Procedia-.txt,29965
279,Challenges-and-Opportunities-of-Condition-based-Predictive-Ma_2018_Procedia-.txt,42742
280,Challenges-and-Potentials-of-Digital-Twins-and-Industry-4-0-in-P_2019_Proced.txt,39020
281,Challenges-in-developing-modular-services-in-manufacturing-compa_2019_Proced.txt,41236
282,Changeability-of-manufacturing-companies-in-the-contex_2018_Procedia-Manufac.txt,35316
283,Changing-Design-Education-for-th_2020_She-Ji--The-Journal-of-Design--Economi.txt,130955
284,Characterising-the-Digital-Twin--A-syst_2020_CIRP-Journal-of-Manufacturing-S.txt,105261
285,China-s-Urban-Infrastructure-Challenges_2016_Engineering.txt,18372
286,Chinese-Industrial-Park-Planning-Strategies-Informed-by-Americ_2017_Procedia.txt,31325
287,Chronic-disease-management-in-the-Lombardy-region--An_2013_Industrial-Market.txt,104394
288,CIRCULAR-ECONOMY-MODELS-IN-THE-INDUSTRY-4-0-ERA--A-REVI_2020_Procedia-Manufa.txt,38492
289,Cloud-Architecture-for-the-Logistics-Business_2015_Procedia-Computer-Science.txt,11645
290,Cloud-manufacturing--latest-advancements-and-future_2018_Procedia-Manufactur.txt,55955
291,Clustering-analysis-application-on-Industry-4-0-driv_2019_Procedia-Computer-.txt,32416
292,Collaboration-Mechanisms-to-Increase-Productivity-in-the-Cont_2014_Procedia-.txt,34763
293,Collecting-data-in-the-assessment-of-investments-within-pro_2019_Procedia-CI.txt,45814
294,Combinatorial-connectivity-and-spectral-graph-analyti_2017_Transportation-Re.txt,28693
295,Combined-PET-MR-imaging-in-neurology--MR-based-attenuation-correc_2014_Neuro.txt,48621
296,Combining-machine-learning-with-computational-hydrodynamics-for_2017_Procedi.txt,26328
297,Combining-on-farm-and-climate-data-for-risk-management_2016_Climate-Risk-Man.txt,32481
298,Commercial-actions-management-for-railway-co_2017_Transportation-Research-Pr.txt,21135
299,Competence-Portfolio-Assessment-of-Research-and-Developme_2015_Procedia-Manu.txt,20277
